Timestamp;Mannerheimintie;Mäkelänkatu;Kallio;Vartiokylä;Leppävaara;Tikkurila;Luukki;Lohja;Kirkkonummi;Länsisatama;Pirkkola;Friisilä;Talvikkitie
01/01/2019 01:00;53;52;54;55;51;47;56;9;13;0;10;0;NoData
01/01/2019 02:00;30;53;56;55;12;17;56;6;13;0;22;0;NoData
01/01/2019 03:00;22;53;56;56;5;7;56;6;8;0;15;0;NoData
01/01/2019 04:00;22;53;55;55;4;12;56;6;6;0;5;0;NoData
01/01/2019 05:00;12;51;54;54;9;8;55;6;2;0;0;0;NoData
01/01/2019 06:00;12;51;53;53;8;12;52;6;3;0;0;0;NoData
01/01/2019 07:00;6;47;50;51;5;6;50;6;3;0;3;0;NoData
01/01/2019 08:00;9;44;47;47;8;14;49;6;4;InVld;0;InVld;NoData
01/01/2019 09:00;11;39;42;43;7;16;47;6;4;NoData;9;NoData;NoData
01/01/2019 10:00;16;36;37;44;6;8;44;6;3;NoData;9;NoData;NoData
01/01/2019 11:00;17;34;35;43;11;11;44;6;3;NoData;0;NoData;NoData
01/01/2019 12:00;14;38;40;43;7;18;44;7;7;NoData;15;NoData;NoData
01/01/2019 13:00;21;42;41;41;15;21;46;9;5;NoData;12;NoData;NoData
01/01/2019 14:00;17;44;50;50;15;21;51;8;8;NoData;5;NoData;NoData
01/01/2019 15:00;24;38;50;44;19;27;53;7;7;NoData;17;NoData;NoData
01/01/2019 16:00;21;45;52;41;18;21;53;7;10;NoData;28;NoData;NoData
01/01/2019 17:00;16;40;47;34;26;23;52;7;8;NoData;17;NoData;NoData
01/01/2019 18:00;14;36;48;43;23;27;51;8;10;NoData;16;NoData;NoData
01/01/2019 19:00;16;47;44;44;29;23;52;7;11;NoData;9;NoData;NoData
01/01/2019 20:00;18;51;48;36;27;42;46;7;13;NoData;25;NoData;NoData
01/01/2019 21:00;32;55;47;24;39;49;39;8;20;NoData;7;NoData;NoData
01/01/2019 22:00;29;47;49;37;51;48;29;7;23;NoData;20;NoData;NoData
01/01/2019 23:00;38;50;43;40;32;39;33;6;6;NoData;32;NoData;NoData
01/01/2019 24:00;50;34;28;30;20;37;40;6;3;NoData;0;NoData;NoData
02/01/2019 01:00;46;36;30;31;29;28;40;6;20;NoData;13;NoData;NoData
02/01/2019 02:00;38;37;40;44;15;29;36;16;13;NoData;24;NoData;NoData
02/01/2019 03:00;28;40;40;40;9;20;31;14;2;NoData;14;NoData;NoData
02/01/2019 04:00;8;31;31;33;5;15;33;12;5;NoData;5;NoData;NoData
02/01/2019 05:00;5;36;37;36;9;19;40;9;2;NoData;3;NoData;NoData
02/01/2019 06:00;15;40;41;40;7;11;46;13;1;NoData;22;NoData;NoData
02/01/2019 07:00;16;43;45;46;17;25;51;15;2;NoData;22;NoData;NoData
02/01/2019 08:00;20;46;46;49;17;30;54;16;2;NoData;11;NoData;NoData
02/01/2019 09:00;28;50;50;53;12;30;57;18;4;NoData;18;NoData;NoData
02/01/2019 10:00;34;51;52;56;14;28;58;17;4;NoData;10;NoData;NoData
02/01/2019 11:00;33;52;51;56;15;24;59;15;3;NoData;7;NoData;NoData
02/01/2019 12:00;36;52;53;56;11;21;59;11;2;NoData;5;NoData;NoData
02/01/2019 13:00;31;53;53;56;12;24;59;9;4;NoData;25;NoData;NoData
02/01/2019 14:00;32;54;54;57;17;23;60;10;3;NoData;0;NoData;NoData
02/01/2019 15:00;38;53;54;57;19;27;60;9;5;NoData;0;NoData;NoData
02/01/2019 16:00;33;53;53;58;13;31;60;9;3;19;8;NoData;NoData
02/01/2019 17:00;31;53;54;58;25;22;61;8;6;18;11;NoData;NoData
02/01/2019 18:00;25;54;56;59;21;24;60;9;6;29;13;NoData;NoData
02/01/2019 19:00;29;54;56;58;21;22;59;10;3;23;15;NoData;NoData
02/01/2019 20:00;29;54;55;57;27;18;59;9;3;13;20;NoData;NoData
02/01/2019 21:00;22;54;54;57;25;21;58;9;3;10;20;NoData;NoData
02/01/2019 22:00;25;55;56;58;20;19;59;9;2;20;13;NoData;NoData
02/01/2019 23:00;24;56;57;58;15;17;58;9;2;12;23;NoData;NoData
02/01/2019 24:00;20;56;57;58;14;17;58;9;9;9;8;NoData;NoData
03/01/2019 01:00;19;56;57;57;11;19;57;9;26;12;3;NoData;NoData
03/01/2019 02:00;28;55;56;57;4;18;57;9;24;9;7;NoData;NoData
03/01/2019 03:00;18;56;57;57;9;20;57;9;10;13;19;NoData;NoData
03/01/2019 04:00;20;56;57;56;14;19;56;10;2;14;26;NoData;NoData
03/01/2019 05:00;9;55;56;55;17;22;56;10;6;16;11;NoData;NoData
03/01/2019 06:00;17;53;54;54;8;24;56;11;8;18;16;NoData;NoData
03/01/2019 07:00;33;48;48;51;18;26;56;22;6;19;22;NoData;NoData
03/01/2019 08:00;42;42;42;49;20;22;55;28;6;21;22;NoData;NoData
03/01/2019 09:00;53;41;52;47;29;31;55;25;15;28;17;NoData;NoData
03/01/2019 10:00;53;41;53;47;25;30;55;35;6;40;17;NoData;NoData
03/01/2019 11:00;58;39;37;46;26;34;54;27;8;46;21;NoData;NoData
03/01/2019 12:00;58;41;39;49;25;24;55;18;10;36;16;NoData;NoData
03/01/2019 13:00;55;39;50;46;26;34;54;23;9;78;18;NoData;NoData
03/01/2019 14:00;64;37;37;50;38;34;54;13;15;59;21;NoData;NoData
03/01/2019 15:00;64;39;44;43;35;45;53;14;12;43;31;NoData;38
03/01/2019 16:00;61;47;47;39;37;42;51;19;14;54;26;NoData;37
03/01/2019 17:00;65;53;50;37;44;46;49;37;18;62;35;NoData;50
03/01/2019 18:00;64;63;55;38;50;51;46;22;15;61;43;NoData;50
03/01/2019 19:00;58;50;48;39;50;50;46;36;15;70;37;NoData;58
03/01/2019 20:00;57;50;40;42;49;48;43;32;20;53;56;NoData;53
03/01/2019 21:00;65;62;43;52;56;40;39;42;30;45;59;NoData;50
03/01/2019 22:00;65;61;46;46;61;48;37;31;23;51;59;NoData;56
03/01/2019 23:00;66;69;61;53;56;67;34;42;13;59;59;NoData;67
03/01/2019 24:00;72;71;62;66;60;73;37;39;15;45;59;NoData;69
04/01/2019 01:00;49;65;58;66;66;65;38;29;18;43;58;NoData;63
04/01/2019 02:00;35;60;49;64;50;66;37;15;18;25;52;NoData;61
04/01/2019 03:00;24;33;32;60;34;66;33;14;24;22;41;NoData;61
04/01/2019 04:00;10;43;51;53;26;62;37;11;21;8;38;NoData;56
04/01/2019 05:00;9;54;59;47;11;32;39;10;5;7;10;NoData;24
04/01/2019 06:00;11;51;59;58;9;10;46;9;4;6;2;NoData;10
04/01/2019 07:00;16;44;54;57;18;16;54;8;11;34;6;NoData;17
04/01/2019 08:00;32;50;48;55;26;31;54;8;10;26;11;NoData;27
04/01/2019 09:00;31;63;47;52;43;37;52;25;7;9;10;NoData;29
04/01/2019 10:00;38;56;46;51;50;39;51;28;6;25;14;NoData;29
04/01/2019 11:00;40;58;45;50;49;53;42;40;31;16;17;NoData;4
04/01/2019 12:00;33;71;43;43;74;62;37;38;21;30;31;NoData;1
04/01/2019 13:00;48;77;37;34;65;63;37;40;14;55;0;NoData;56
04/01/2019 14:00;51;78;43;31;57;59;52;35;11;36;27;NoData;55
04/01/2019 15:00;54;70;43;46;46;54;52;40;14;35;34;0;48
04/01/2019 16:00;64;59;50;38;39;46;54;33;17;42;30;40;46
04/01/2019 17:00;54;35;31;32;31;29;48;15;10;35;20;17;42
04/01/2019 18:00;52;32;30;37;27;25;51;11;9;53;19;14;28
04/01/2019 19:00;40;34;33;41;20;19;47;15;11;38;21;14;17
04/01/2019 20:00;42;40;38;44;16;14;49;16;5;20;22;12;13
04/01/2019 21:00;38;41;41;48;15;16;50;10;5;18;29;12;10
04/01/2019 22:00;27;46;46;50;17;18;51;18;3;20;27;10;11
04/01/2019 23:00;40;48;49;49;25;12;52;14;3;11;17;10;11
04/01/2019 24:00;37;49;50;49;12;13;53;7;3;8;8;9;4
05/01/2019 01:00;38;50;51;50;5;15;53;7;4;10;11;7;14
05/01/2019 02:00;29;49;50;44;8;18;53;7;3;8;15;7;12
05/01/2019 03:00;23;47;49;38;14;22;52;6;2;15;9;8;14
05/01/2019 04:00;24;45;46;36;13;22;51;8;2;15;10;9;13
05/01/2019 05:00;29;44;45;37;13;27;50;13;2;21;14;11;22
05/01/2019 06:00;29;43;44;37;22;29;49;7;4;22;13;14;22
05/01/2019 07:00;33;41;42;40;21;37;47;10;3;32;15;18;32
05/01/2019 08:00;37;40;38;42;35;39;46;8;3;37;26;21;45
05/01/2019 09:00;21;41;49;37;39;40;44;9;11;43;36;24;39
05/01/2019 10:00;30;39;39;35;37;37;45;11;10;36;22;24;33
05/01/2019 11:00;52;36;38;39;34;34;46;13;12;31;17;22;39
05/01/2019 12:00;42;36;38;42;28;30;47;14;6;32;21;22;31
05/01/2019 13:00;40;38;40;41;27;22;47;13;10;29;22;19;22
05/01/2019 14:00;41;37;35;42;24;26;49;15;10;31;34;20;26
05/01/2019 15:00;48;39;40;42;20;27;48;17;15;28;34;18;23
05/01/2019 16:00;48;39;41;42;21;27;49;20;8;31;19;16;25
05/01/2019 17:00;53;37;39;39;25;25;49;24;7;42;25;25;22
05/01/2019 18:00;44;40;42;43;26;27;48;28;9;38;21;31;31
05/01/2019 19:00;47;39;40;48;29;31;48;19;8;38;25;29;27
05/01/2019 20:00;48;42;43;49;25;26;52;14;7;28;33;26;25
05/01/2019 21:00;48;46;49;50;26;20;54;10;10;16;25;22;24
05/01/2019 22:00;42;48;51;52;17;19;54;8;4;19;24;15;21
05/01/2019 23:00;53;46;49;51;17;16;54;9;3;11;19;15;17
05/01/2019 24:00;36;50;52;53;18;16;54;9;4;9;10;16;14
06/01/2019 01:00;35;51;52;54;14;17;54;9;25;15;12;13;16
06/01/2019 02:00;35;50;52;54;20;17;53;8;18;11;11;12;11
06/01/2019 03:00;34;46;50;53;19;20;52;12;3;11;13;11;14
06/01/2019 04:00;45;47;51;54;4;16;54;8;3;14;17;13;14
06/01/2019 05:00;33;48;53;53;22;15;54;8;9;11;12;15;10
06/01/2019 06:00;21;44;50;51;14;16;53;8;3;9;21;13;8
06/01/2019 07:00;13;38;45;50;8;11;51;15;2;9;16;17;10
06/01/2019 08:00;16;41;43;48;19;14;51;22;3;14;15;16;9
06/01/2019 09:00;13;42;47;42;13;12;49;17;3;15;14;14;8
06/01/2019 10:00;19;40;49;46;17;16;47;12;6;13;21;22;13
06/01/2019 11:00;18;45;45;44;23;33;48;13;8;13;14;27;16
06/01/2019 12:00;23;47;42;48;31;31;48;13;29;12;16;26;19
06/01/2019 13:00;36;52;46;51;35;35;51;15;12;31;19;22;25
06/01/2019 14:00;42;58;44;52;35;40;53;22;13;19;25;31;30
06/01/2019 15:00;41;60;43;51;39;46;56;13;20;11;28;52;32
06/01/2019 16:00;21;57;44;49;43;50;57;10;12;21;19;53;29
06/01/2019 17:00;28;58;52;42;53;50;58;7;10;53;31;60;31
06/01/2019 18:00;19;44;56;52;52;48;59;9;9;9;26;54;27
06/01/2019 19:00;16;47;56;54;50;41;59;9;6;13;17;37;25
06/01/2019 20:00;20;47;56;56;34;20;59;9;8;4;18;18;13
06/01/2019 21:00;18;46;54;55;26;15;57;8;10;6;11;11;7
06/01/2019 22:00;42;45;53;52;32;15;56;8;8;20;17;14;10
06/01/2019 23:00;29;50;54;54;16;13;54;9;11;13;35;12;9
06/01/2019 24:00;22;51;53;54;15;9;51;15;6;5;26;9;4
07/01/2019 01:00;47;50;53;53;13;7;49;10;3;10;8;8;3
07/01/2019 02:00;26;46;52;50;6;10;51;12;5;5;8;8;5
07/01/2019 03:00;25;51;54;46;4;8;51;7;2;7;8;7;3
07/01/2019 04:00;8;51;54;47;13;7;51;8;2;7;8;6;3
07/01/2019 05:00;11;48;53;50;11;10;50;29;3;5;7;7;4
07/01/2019 06:00;10;43;45;45;11;13;46;47;9;6;7;16;4
07/01/2019 07:00;25;58;32;39;19;28;39;28;9;14;17;37;18
07/01/2019 08:00;31;60;33;30;29;39;33;25;9;25;20;40;31
07/01/2019 09:00;38;67;32;29;35;42;32;26;11;37;22;28;43
07/01/2019 10:00;40;70;35;31;37;49;33;23;11;41;27;38;37
07/01/2019 11:00;43;59;34;33;34;47;36;20;11;38;27;33;39
07/01/2019 12:00;38;58;29;34;35;50;41;19;9;34;NoData;25;36
07/01/2019 13:00;40;63;34;29;41;50;45;14;8;33;24;31;30
07/01/2019 14:00;39;63;33;30;39;48;47;11;8;32;26;25;35
07/01/2019 15:00;41;71;34;41;39;47;51;19;11;34;26;28;25
07/01/2019 16:00;41;75;35;34;46;34;51;19;11;30;18;38;24
07/01/2019 17:00;42;76;34;39;57;40;53;24;16;31;35;46;24
07/01/2019 18:00;61;72;41;46;43;27;53;20;21;19;25;35;18
07/01/2019 19:00;47;64;42;46;48;25;53;14;16;24;20;38;16
07/01/2019 20:00;46;66;42;47;30;13;54;16;9;16;23;25;14
07/01/2019 21:00;33;60;43;42;34;13;54;27;15;14;22;22;14
07/01/2019 22:00;43;51;44;45;30;23;52;30;10;20;19;29;13
07/01/2019 23:00;34;35;45;42;22;24;51;29;5;26;28;27;24
07/01/2019 24:00;42;35;38;46;22;17;49;22;8;13;27;28;10
08/01/2019 01:00;41;42;33;50;21;18;46;18;18;7;26;28;18
08/01/2019 02:00;32;38;46;44;21;20;47;15;11;4;29;35;18
08/01/2019 03:00;18;43;47;45;12;20;44;11;9;5;18;30;20
08/01/2019 04:00;13;47;48;42;24;16;36;9;7;5;13;10;15
08/01/2019 05:00;18;51;56;51;20;13;41;8;6;5;24;10;12
08/01/2019 06:00;13;34;45;52;14;13;46;7;8;4;20;23;11
08/01/2019 07:00;14;56;24;37;31;23;41;8;18;5;14;46;21
08/01/2019 08:00;23;63;28;27;40;39;24;11;31;8;38;51;40
08/01/2019 09:00;29;66;30;21;49;49;22;19;25;15;42;38;41
08/01/2019 10:00;34;64;31;49;45;49;27;25;12;37;32;39;43
08/01/2019 11:00;38;63;32;37;39;50;25;21;9;34;23;30;48
08/01/2019 12:00;32;55;29;28;40;42;26;21;10;26;33;35;40
08/01/2019 13:00;34;59;26;28;43;40;28;26;14;25;28;44;36
08/01/2019 14:00;37;60;32;35;48;37;26;19;13;28;34;53;35
08/01/2019 15:00;45;64;50;43;47;52;26;26;19;36;39;57;46
08/01/2019 16:00;34;61;43;38;46;53;37;37;31;33;42;53;46
08/01/2019 17:00;35;59;32;36;51;45;30;37;28;36;31;52;38
08/01/2019 18:00;41;59;36;43;45;46;32;37;29;36;40;54;45
08/01/2019 19:00;45;58;40;46;47;45;34;40;30;37;33;54;52
08/01/2019 20:00;43;50;50;43;48;43;40;42;20;38;30;52;42
08/01/2019 21:00;40;43;23;49;43;37;35;36;19;39;31;50;36
08/01/2019 22:00;53;51;31;47;42;38;34;29;23;42;31;53;39
08/01/2019 23:00;55;47;39;48;33;39;27;32;24;45;35;54;40
08/01/2019 24:00;52;46;40;50;45;37;54;30;19;38;38;51;40
09/01/2019 01:00;47;46;38;51;55;40;51;30;27;44;35;51;43
09/01/2019 02:00;40;47;43;51;50;50;35;30;27;45;35;51;51
09/01/2019 03:00;50;50;51;51;42;46;34;26;24;49;37;52;52
09/01/2019 04:00;47;48;41;52;38;47;32;29;27;51;46;55;50
09/01/2019 05:00;54;49;44;53;42;50;30;17;30;52;36;52;46
09/01/2019 06:00;41;53;55;52;39;50;21;17;21;52;37;52;51
09/01/2019 07:00;54;51;38;50;48;50;18;17;18;52;38;52;52
09/01/2019 08:00;61;57;53;51;46;44;20;21;15;50;49;37;41
09/01/2019 09:00;60;51;55;50;36;40;22;29;17;51;38;34;45
09/01/2019 10:00;55;44;52;37;32;48;30;31;17;46;39;40;50
09/01/2019 11:00;56;51;55;44;31;51;0;32;18;51;37;41;53
09/01/2019 12:00;53;51;56;47;41;47;0;34;12;49;28;38;48
09/01/2019 13:00;51;41;55;41;40;41;27;51;11;41;33;38;39
09/01/2019 14:00;51;40;49;41;35;42;36;29;16;39;26;41;50
09/01/2019 15:00;56;34;52;33;33;31;45;22;10;37;26;34;27
09/01/2019 16:00;64;44;42;32;31;32;51;31;9;53;23;23;34
09/01/2019 17:00;53;38;34;42;28;34;52;14;10;38;21;14;25
09/01/2019 18:00;53;36;37;45;23;28;56;28;9;66;15;14;24
09/01/2019 19:00;48;45;46;52;21;24;57;22;5;43;19;12;18
09/01/2019 20:00;43;50;50;54;20;11;58;20;6;24;13;12;14
09/01/2019 21:00;40;52;53;56;16;13;58;16;5;15;20;10;12
09/01/2019 22:00;37;53;54;56;22;14;58;10;3;26;15;9;14
09/01/2019 23:00;30;55;55;55;17;13;57;14;2;21;16;8;11
09/01/2019 24:00;35;54;55;53;17;14;57;14;2;9;18;8;14
10/01/2019 01:00;40;54;55;54;6;13;58;13;11;13;13;8;12
10/01/2019 02:00;53;54;55;55;6;10;58;7;4;9;7;8;9
10/01/2019 03:00;21;56;58;56;4;10;58;6;3;11;7;7;9
10/01/2019 04:00;20;54;56;56;6;9;57;6;1;8;8;7;5
10/01/2019 05:00;22;52;55;55;8;11;57;7;1;9;8;7;11
10/01/2019 06:00;21;52;53;54;5;14;58;9;3;9;17;7;14
10/01/2019 07:00;37;47;50;52;14;15;58;11;9;9;16;15;13
10/01/2019 08:00;50;42;40;51;25;28;58;16;11;20;14;16;16
10/01/2019 09:00;60;52;41;47;35;40;57;18;21;28;17;22;22
10/01/2019 10:00;66;44;36;47;38;32;56;19;19;53;15;28;29
10/01/2019 11:00;72;29;39;46;34;37;56;33;11;60;20;43;22
10/01/2019 12:00;76;51;53;41;40;52;55;17;10;59;26;47;31
10/01/2019 13:00;65;76;56;41;46;50;53;22;14;47;36;54;42
10/01/2019 14:00;62;77;45;46;56;61;53;16;13;45;46;47;53
10/01/2019 15:00;62;78;54;54;53;61;56;15;5;51;57;37;53
10/01/2019 16:00;51;78;43;60;37;55;57;12;19;43;34;37;55
10/01/2019 17:00;46;77;37;44;51;36;57;11;15;31;30;49;26
10/01/2019 18:00;43;74;40;45;52;43;55;10;14;26;22;60;30
10/01/2019 19:00;43;71;50;44;44;43;55;16;13;16;23;48;33
10/01/2019 20:00;48;67;39;44;43;34;56;13;21;30;22;55;29
10/01/2019 21:00;28;56;45;41;53;40;54;9;25;34;24;52;35
10/01/2019 22:00;26;42;51;47;42;32;53;8;7;24;19;36;28
10/01/2019 23:00;9;54;56;59;24;12;56;7;5;7;8;9;8
10/01/2019 24:00;12;52;57;57;11;6;59;7;8;2;8;8;2
11/01/2019 01:00;21;53;57;58;4;4;58;7;16;3;9;9;2
11/01/2019 02:00;25;56;57;58;3;3;59;9;16;2;15;8;1
11/01/2019 03:00;19;56;55;58;5;5;60;8;14;4;11;7;3
11/01/2019 04:00;13;58;60;58;14;4;61;8;11;4;8;7;1
11/01/2019 05:00;12;57;60;59;13;3;61;8;12;5;8;7;1
11/01/2019 06:00;25;52;58;49;7;6;59;8;11;5;9;8;3
11/01/2019 07:00;13;42;55;42;18;16;57;8;8;18;15;23;10
11/01/2019 08:00;24;64;46;51;22;28;54;9;6;24;14;38;17
11/01/2019 09:00;36;63;39;47;25;29;51;10;7;33;NoData;23;32
11/01/2019 10:00;40;66;37;42;25;27;49;11;21;39;14;23;35
11/01/2019 11:00;42;58;37;41;23;34;48;10;6;37;19;27;37
11/01/2019 12:00;43;64;38;41;26;44;51;10;10;28;23;24;29
11/01/2019 13:00;41;64;42;46;29;45;54;12;12;29;22;22;33
11/01/2019 14:00;38;58;51;54;30;35;59;13;11;29;23;32;37
11/01/2019 15:00;38;69;53;57;35;34;63;14;10;29;14;47;38
11/01/2019 16:00;43;76;51;58;38;42;65;13;11;35;16;49;35
11/01/2019 17:00;43;70;55;57;33;29;66;9;18;38;23;28;23
11/01/2019 18:00;30;65;58;60;26;22;65;9;13;29;17;20;14
11/01/2019 19:00;25;56;58;59;21;19;64;9;16;14;21;14;11
11/01/2019 20:00;23;46;57;59;22;16;63;9;7;10;18;12;12
11/01/2019 21:00;21;46;58;58;17;10;62;9;7;8;13;11;10
11/01/2019 22:00;26;44;58;58;14;12;60;9;9;9;15;10;12
11/01/2019 23:00;29;49;58;57;17;16;59;10;4;10;15;9;17
11/01/2019 24:00;51;48;58;57;22;17;58;16;5;12;11;10;18
12/01/2019 01:00;51;52;58;58;14;19;58;42;24;11;13;10;19
12/01/2019 02:00;28;52;58;58;9;17;57;22;21;14;23;11;16
12/01/2019 03:00;28;48;57;57;17;12;57;11;9;15;17;12;14
12/01/2019 04:00;28;49;55;54;21;18;57;16;12;19;11;11;20
12/01/2019 05:00;18;50;57;55;17;16;57;15;17;14;11;11;13
12/01/2019 06:00;21;49;57;53;13;11;57;17;16;10;25;12;13
12/01/2019 07:00;25;44;56;55;15;17;56;15;9;9;20;11;15
12/01/2019 08:00;15;46;51;55;15;15;56;18;8;9;23;11;20
12/01/2019 09:00;21;41;54;53;19;21;55;15;12;7;11;10;50
12/01/2019 10:00;31;42;52;52;19;18;55;16;15;21;15;12;19
12/01/2019 11:00;36;44;53;53;19;20;56;25;10;9;13;13;23
12/01/2019 12:00;35;40;53;53;18;14;56;24;13;24;10;16;13
12/01/2019 13:00;36;49;53;52;30;19;55;10;11;18;11;24;19
12/01/2019 14:00;28;65;45;51;33;21;54;10;14;16;24;27;20
12/01/2019 15:00;40;59;45;48;51;37;51;10;17;18;30;35;27
12/01/2019 16:00;43;62;45;44;45;42;50;10;19;35;33;28;50
12/01/2019 17:00;37;60;40;41;54;38;46;12;28;45;36;42;29
12/01/2019 18:00;49;71;36;42;76;32;44;11;33;38;31;64;36
12/01/2019 19:00;51;68;42;40;79;27;36;18;33;27;42;64;39
12/01/2019 20:00;42;60;40;39;75;43;36;20;35;25;55;60;54
12/01/2019 21:00;43;55;40;42;75;57;37;34;56;19;58;57;60
12/01/2019 22:00;47;53;42;46;68;67;40;34;40;21;44;56;67
12/01/2019 23:00;52;44;39;48;66;69;41;31;21;29;40;55;58
12/01/2019 24:00;55;47;39;41;68;62;39;17;30;12;33;55;63
13/01/2019 01:00;44;41;39;41;65;67;35;16;34;11;27;59;66
13/01/2019 02:00;45;38;34;34;63;64;34;16;21;14;29;43;62
13/01/2019 03:00;32;39;41;30;58;62;32;15;17;12;41;32;58
13/01/2019 04:00;38;37;36;26;47;61;31;17;19;14;45;28;58
13/01/2019 05:00;27;55;36;22;45;59;31;18;14;26;49;24;57
13/01/2019 06:00;27;36;40;23;48;55;27;18;14;22;49;23;54
13/01/2019 07:00;19;39;41;31;47;54;28;14;17;22;51;28;54
13/01/2019 08:00;24;33;33;35;54;58;27;12;19;26;48;47;54
13/01/2019 09:00;26;32;34;37;59;55;25;20;26;33;43;43;53
13/01/2019 10:00;33;73;31;32;57;59;23;53;10;35;39;38;53
13/01/2019 11:00;38;65;32;31;63;60;20;54;19;28;34;47;59
13/01/2019 12:00;53;77;40;32;63;57;18;72;31;38;31;39;50
13/01/2019 13:00;34;105;35;49;57;60;20;58;38;25;29;67;52
13/01/2019 14:00;26;116;50;49;53;63;31;24;43;21;39;62;60
13/01/2019 15:00;51;78;38;52;66;69;40;17;40;12;52;68;63
13/01/2019 16:00;41;75;33;53;75;70;52;16;43;47;56;73;65
13/01/2019 17:00;20;57;41;42;75;62;51;19;46;57;49;76;55
13/01/2019 18:00;23;49;45;44;40;57;50;13;30;17;17;28;63
13/01/2019 19:00;21;41;48;50;25;30;52;15;10;12;14;17;31
13/01/2019 20:00;31;40;45;57;23;18;39;14;11;24;16;17;21
13/01/2019 21:00;32;39;43;48;21;18;51;15;11;13;23;27;22
13/01/2019 22:00;43;46;49;52;22;17;49;18;13;12;25;20;19
13/01/2019 23:00;42;45;52;53;23;11;53;19;9;8;29;20;8
13/01/2019 24:00;23;41;46;48;29;6;51;17;54;7;17;27;5
14/01/2019 01:00;43;36;41;42;17;10;44;20;51;7;22;25;10
14/01/2019 02:00;44;38;38;41;13;12;39;20;25;10;17;25;16
14/01/2019 03:00;15;37;39;40;23;15;36;19;11;11;18;24;15
14/01/2019 04:00;24;35;37;39;19;12;33;18;12;11;16;23;15
14/01/2019 05:00;14;27;36;36;16;11;25;18;11;6;19;20;11
14/01/2019 06:00;24;42;29;33;41;39;28;21;22;8;18;51;22
14/01/2019 07:00;33;74;26;28;59;57;27;48;23;15;23;46;41
14/01/2019 08:00;45;79;44;26;59;67;28;40;37;33;42;46;59
14/01/2019 09:00;59;76;57;48;58;70;18;36;35;54;54;57;61
14/01/2019 10:00;68;78;57;55;55;56;25;28;25;59;56;56;53
14/01/2019 11:00;65;71;52;61;42;51;24;11;26;26;30;46;49
14/01/2019 12:00;54;57;40;53;26;37;31;9;102;42;33;30;34
14/01/2019 13:00;43;37;29;25;15;25;53;8;27;25;25;28;23
14/01/2019 14:00;45;39;43;42;19;19;54;8;7;17;11;28;28
14/01/2019 15:00;50;42;43;48;16;25;55;27;9;15;13;19;25
14/01/2019 16:00;53;40;39;48;22;25;56;28;13;30;12;19;28
14/01/2019 17:00;53;40;42;49;27;28;55;40;15;46;19;19;28
14/01/2019 18:00;51;54;38;45;31;29;53;27;21;28;16;32;34
14/01/2019 19:00;36;59;42;42;43;39;52;19;17;18;20;37;35
14/01/2019 20:00;30;62;42;46;55;24;50;17;32;21;19;47;33
14/01/2019 21:00;34;56;42;36;48;29;49;13;35;37;21;40;46
14/01/2019 22:00;43;54;41;35;49;48;48;10;34;26;20;54;45
14/01/2019 23:00;38;42;40;31;41;57;47;15;19;19;29;56;57
14/01/2019 24:00;33;35;40;28;67;56;43;14;14;22;19;36;63
15/01/2019 01:00;40;35;42;32;61;63;39;21;14;13;24;31;64
15/01/2019 02:00;29;34;40;27;50;61;36;25;11;18;34;22;58
15/01/2019 03:00;23;38;42;36;43;45;35;12;20;15;22;32;28
15/01/2019 04:00;29;33;39;27;42;43;34;27;13;13;21;25;31
15/01/2019 05:00;26;38;38;30;29;64;38;50;6;17;22;54;36
15/01/2019 06:00;25;47;37;35;36;57;40;17;30;21;19;50;26
15/01/2019 07:00;43;75;33;35;70;42;40;17;37;21;34;61;40
15/01/2019 08:00;57;76;63;44;60;53;41;17;36;44;42;56;57
15/01/2019 09:00;51;76;57;38;32;55;39;18;23;37;37;52;51
15/01/2019 10:00;47;70;46;35;28;38;38;19;15;36;33;42;35
15/01/2019 11:00;49;61;36;33;27;34;39;21;10;42;49;41;36
15/01/2019 12:00;51;69;32;27;23;35;39;31;9;38;40;30;35
15/01/2019 13:00;45;76;27;29;47;35;39;48;11;22;25;27;35
15/01/2019 14:00;52;75;26;30;50;28;40;41;13;21;18;27;28
15/01/2019 15:00;47;65;50;29;22;35;39;36;20;24;22;27;57
15/01/2019 16:00;47;0;30;29;25;27;40;30;14;34;27;29;48
15/01/2019 17:00;46;58;32;28;27;25;40;50;10;34;27;30;35
15/01/2019 18:00;43;51;27;32;24;21;42;23;10;44;25;23;27
15/01/2019 19:00;42;43;28;31;23;22;43;46;18;38;24;22;28
15/01/2019 20:00;36;40;33;35;39;26;44;41;8;21;32;28;51
15/01/2019 21:00;34;45;32;35;25;30;45;26;14;31;25;27;31
15/01/2019 22:00;46;31;43;38;21;29;46;30;14;33;22;25;25
15/01/2019 23:00;47;38;35;44;19;24;46;51;3;26;16;21;20
15/01/2019 24:00;54;36;41;46;21;22;48;51;9;29;15;20;17
16/01/2019 01:00;51;39;44;42;15;22;51;52;29;25;14;18;15
16/01/2019 02:00;19;41;47;47;23;21;54;53;19;20;21;12;15
16/01/2019 03:00;26;49;52;49;21;27;54;41;2;24;11;13;21
16/01/2019 04:00;29;50;52;52;10;24;54;16;8;20;23;13;14
16/01/2019 05:00;18;48;53;52;21;17;57;22;3;17;28;9;9
16/01/2019 06:00;16;50;54;55;21;14;58;27;5;14;13;8;7
